"","mso_calc_type","region","season.annual.avg_loss","season.annual.beekeepers","season.annual.colonies","season.annual.exclusive_beekeepers","season.annual.exclusive_colonies","season.annual.operation.backyard","season.annual.operation.commercial","season.annual.operation.sideline","season.annual.total_loss","season.summer.avg_loss","season.summer.beekeepers","season.summer.colonies","season.summer.exclusive_beekeepers","season.summer.exclusive_colonies","season.summer.operation.backyard","season.summer.operation.commercial","season.summer.operation.sideline","season.summer.total_loss","season.winter.avg_loss","season.winter.beekeepers","season.winter.colonies","season.winter.exclusive_beekeepers","season.winter.exclusive_colonies","season.winter.operation.backyard","season.winter.operation.commercial","season.winter.operation.sideline","season.winter.total_loss","state","year"
"1596","MSO only","Upper Mid West",    47.86,    15.00, 64401.00,     0.00,     0.00,     5.00,     8.00,     2.00,    50.56,    27.69,    18.00, 75763.00,     0.00,     0.00,     6.00,    10.00,     2.00,    38.61,    32.94,    16.00, 76677.00,     0.00,     0.00,     6.00,     8.00,     2.00,    19.07,"Minnesota","2014/15"
"1597","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mississippi","2014/15"
"1598","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missouri","2014/15"
"1599","MSO only","Northern Rockies and Plains",    37.90,     7.00, 27089.00,     0.00,     0.00,     0.00,     6.00,     1.00,    40.22,    14.64,     8.00, 30289.00,     0.00,     0.00,     0.00,     7.00,     1.00,    15.83,    26.88,     8.00, 28568.00,     0.00,     0.00,     0.00,     7.00,     1.00,    28.15,"Montana","2014/15"
"1600","MSO only","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nebraska","2014/15"
"1601","MSO only","West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nevada","2014/15"
"1602","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Hampshire","2014/15"
"1603","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    45.86,     6.00,   253.00,     0.00,     0.00,     4.00,     0.00,     2.00,    67.71,"New Jersey","2014/15"
"1604","MSO only","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Mexico","2014/15"
"1605","MSO only","North East",    47.52,     9.00, 22400.00,     0.00,     0.00,     1.00,     4.00,     4.00,    55.78,    20.69,    10.00, 22460.00,     0.00,     0.00,     2.00,     4.00,     4.00,    41.00,    40.51,     9.00, 23170.00,     0.00,     0.00,     1.00,     4.00,     4.00,    36.12,"New York","2014/15"
"1606","MSO only","South East",    50.95,     7.00,    44.00,     0.00,     0.00,     7.00,     0.00,     0.00,    47.83,    20.25,     9.00,    56.00,     0.00,     0.00,     9.00,     0.00,     0.00,    12.79,    43.43,     7.00,    61.00,     0.00,     0.00,     7.00,     0.00,     0.00,    41.94,"North Carolina","2014/15"
"1607","MSO only","Northern Rockies and Plains",    39.15,    28.00,154601.00,     0.00,     0.00,     2.00,    24.00,     2.00,    37.72,    21.45,    31.00,175801.00,     0.00,     0.00,     2.00,    27.00,     2.00,    23.51,    23.18,    30.00,199763.00,     0.00,     0.00,     2.00,    26.00,     2.00,    18.18,"North Dakota","2014/15"
"1608","MSO only","Ohio Valley",    65.92,     7.00,   556.00,     0.00,     0.00,     6.00,     0.00,     1.00,    86.98,    16.57,     7.00,   556.00,     0.00,     0.00,     6.00,     0.00,     1.00,    48.01,    56.42,     7.00,   471.00,     0.00,     0.00,     6.00,     0.00,     1.00,    74.95,"Ohio","2014/15"
"1609","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oklahoma","2014/15"
"1610","MSO only","North West",    25.24,     8.00, 21221.00,     0.00,     0.00,     3.00,     4.00,     1.00,    19.74,    10.49,     9.00, 29221.00,     0.00,     0.00,     3.00,     5.00,     1.00,     9.36,    18.31,     9.00, 25132.00,     0.00,     0.00,     4.00,     4.00,     1.00,    15.01,"Oregon","2014/15"
"1611","MSO only","North East",    63.95,     9.00, 18592.00,     0.00,     0.00,     6.00,     2.00,     1.00,    61.35,    42.08,    10.00, 18596.00,     0.00,     0.00,     7.00,     2.00,     1.00,    47.05,    51.23,    15.00, 18689.00,     0.00,     0.00,    11.00,     2.00,     2.00,    40.82,"Pennsylvania","2014/15"
"1612","MSO only","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","2014/15"
"1613","MSO only","North East",    58.55,     6.00,   122.00,     0.00,     0.00,     4.00,     0.00,     2.00,    47.32,     0.00,     6.00,   122.00,     0.00,     0.00,     4.00,     0.00,     2.00,     0.00,    60.90,     7.00,   300.00,     0.00,     0.00,     5.00,     0.00,     2.00,    47.68,"Rhode Island","2014/15"
"1614","MSO only","South East",    37.06,     8.00,  1493.00,     0.00,     0.00,     5.00,     1.00,     2.00,    21.81,    21.84,     8.00,  1493.00,     0.00,     0.00,     5.00,     1.00,     2.00,     3.84,    22.68,     8.00,  1501.00,     0.00,     0.00,     5.00,     1.00,     2.00,    19.60,"South Carolina","2014/15"
"1615","MSO only","Northern Rockies and Plains",    44.15,     8.00, 55617.00,     0.00,     0.00,     1.00,     7.00,     0.00,    36.13,    16.65,     9.00, 65617.00,     0.00,     0.00,     1.00,     8.00,     0.00,    22.56,    33.15,     8.00, 76109.00,     0.00,     0.00,     1.00,     7.00,     0.00,    16.33,"South Dakota","2014/15"
"1616","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tennessee","2014/15"
"1617","MSO only","South",    44.93,    20.00, 91973.00,     0.00,     0.00,     4.00,    14.00,     2.00,    46.19,    27.38,    24.00,111335.00,     0.00,     0.00,     5.00,    17.00,     2.00,    32.85,    26.84,    20.00,106896.00,     0.00,     0.00,     4.00,    14.00,     2.00,    20.06,"Texas","2014/15"
"1618","MSO only","South West",    41.71,     7.00, 13704.00,     0.00,     0.00,     0.00,     4.00,     3.00,    33.32,    28.01,     8.00, 13721.00,     0.00,     0.00,     1.00,     4.00,     3.00,    19.89,    24.83,     7.00, 16468.00,     0.00,     0.00,     0.00,     4.00,     3.00,    16.88,"Utah","2014/15"
"1619","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont","2014/15"
"1620","MSO only","South East",    48.24,     9.00,    54.00,     0.00,     0.00,     9.00,     0.00,     0.00,    45.35,    11.11,    10.00,    62.00,     0.00,     0.00,    10.00,     0.00,     0.00,    12.50,    38.57,     9.00,    65.00,     0.00,     0.00,     9.00,     0.00,     0.00,    37.33,"Virginia","2014/15"
"1621","MSO only","North West",    46.10,    11.00, 85918.00,     0.00,     0.00,     1.00,    10.00,     0.00,    39.31,    16.89,    11.00, 85918.00,     0.00,     0.00,     1.00,    10.00,     0.00,    24.73,    36.90,    11.00,106923.00,     0.00,     0.00,     1.00,    10.00,     0.00,    20.29,"Washington","2014/15"
"1622","MSO only","Ohio Valley",    60.21,     6.00,   281.00,     0.00,     0.00,     5.00,     0.00,     1.00,    80.44,     3.96,     6.00,   281.00,     0.00,     0.00,     5.00,     0.00,     1.00,     7.27,    55.94,     7.00,   441.00,     0.00,     0.00,     6.00,     0.00,     1.00,    76.05,"West Virginia","2014/15"
"1623","MSO only","Upper Mid West",    50.17,     9.00, 19260.00,     0.00,     0.00,     4.00,     3.00,     2.00,    60.38,    24.88,     9.00, 19260.00,     0.00,     0.00,     4.00,     3.00,     2.00,    46.74,    37.48,     9.00, 19175.00,     0.00,     0.00,     4.00,     3.00,     2.00,    39.36,"Wisconsin","2014/15"
"1624","MSO only","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wyoming","2014/15"
"1625","MSO only","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama","2015/16"
"1626","MSO only","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska","2015/16"
"1627","MSO only","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona","2015/16"
"1628","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arkansas","2015/16"
"1629","MSO only","West",    38.46,    67.00,277310.00,     0.00,     0.00,     3.00,    58.00,     6.00,    40.00,    22.17,    71.00,288505.00,     0.00,     0.00,     4.00,    61.00,     6.00,    23.83,    25.82,    74.00,308993.00,     0.00,     0.00,     4.00,    61.00,     9.00,    26.56,"California","2015/16"
"1630","MSO only","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    14.33,     5.00,  2356.00,     0.00,     0.00,     3.00,     1.00,     1.00,    15.45,"Colorado","2015/16"
"1631","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Connecticut","2015/16"
"1632","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Columbia","2015/16"
"1633","MSO only","North East",    43.60,     5.00, 10211.00,     0.00,     0.00,     3.00,     2.00,     0.00,    60.27,    11.95,     5.00, 10211.00,     0.00,     0.00,     3.00,     2.00,     0.00,    41.69,    38.52,     5.00, 10544.00,     0.00,     0.00,     3.00,     2.00,     0.00,    43.67,"Delaware","2015/16"
"1634","MSO only","South East",    43.41,     6.00, 20800.00,     0.00,     0.00,     0.00,     5.00,     1.00,    56.40,    19.38,     7.00, 27800.00,     0.00,     0.00,     0.00,     6.00,     1.00,    28.18,    33.46,     6.00, 21700.00,     0.00,     0.00,     0.00,     5.00,     1.00,    42.63,"Florida","2015/16"
"1635","MSO only","South East",    32.35,     5.00,  1014.00,     0.00,     0.00,     2.00,     1.00,     2.00,    41.47,    18.47,     6.00,  1029.00,     0.00,     0.00,     3.00,     1.00,     2.00,    45.29,    21.91,     5.00,   848.00,     0.00,     0.00,     2.00,     1.00,     2.00,    15.43,"Georgia","2015/16"
"1636","MSO only","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaii","2015/16"
"1637","MSO only","North West",    37.20,    17.00, 88058.00,     0.00,     0.00,     1.00,    15.00,     1.00,    38.31,    17.32,    18.00, 95058.00,     0.00,     0.00,     1.00,    16.00,     1.00,    20.90,    25.62,    17.00, 89588.00,     0.00,     0.00,     1.00,    15.00,     1.00,    25.26,"Idaho","2015/16"
"1638","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    13.28,     5.00,    46.00,     0.00,     0.00,     5.00,     0.00,     0.00,    20.00,"Illinois","2015/16"
"1639","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indiana","2015/16"
"1640","MSO only","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iowa","2015/16"
"1641","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas","2015/16"
"1642","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kentucky","2015/16"
"1643","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana","2015/16"
"1644","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maine","2015/16"
"1645","MSO only","North East",    31.78,     9.00, 12299.00,     0.00,     0.00,     4.00,     3.00,     2.00,    56.06,    14.33,     9.00, 12299.00,     0.00,     0.00,     4.00,     3.00,     2.00,    37.63,    24.31,     9.00, 13037.00,     0.00,     0.00,     4.00,     3.00,     2.00,    39.27,"Maryland","2015/16"
"1646","MSO only","North East",    31.78,     5.00,    33.00,     0.00,     0.00,     5.00,     0.00,     0.00,    32.61,    10.67,     5.00,    33.00,     0.00,     0.00,     5.00,     0.00,     0.00,    13.04,    31.94,     6.00,    43.00,     0.00,     0.00,     6.00,     0.00,     0.00,    25.58,"Massachusetts","2015/16"
"1647","MSO only","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michigan","2015/16"
"1648","MSO only","Upper Mid West",    32.94,    12.00, 25670.00,     0.00,     0.00,     4.00,     6.00,     2.00,    47.76,    25.21,    14.00, 35173.00,     0.00,     0.00,     5.00,     7.00,     2.00,    30.33,    24.91,    16.00, 22651.00,     0.00,     0.00,     7.00,     6.00,     3.00,    35.06,"Minnesota","2015/16"
"1649","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    41.14,     5.00,  5043.00,     0.00,     0.00,     3.00,     2.00,     0.00,    60.40,"Mississippi","2015/16"
"1650","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missouri","2015/16"
"1651","MSO only","Northern Rockies and Plains",    27.87,    11.00, 37439.00,     0.00,     0.00,     2.00,     9.00,     0.00,    18.83,    15.18,    12.00, 39631.00,     0.00,     0.00,     2.00,    10.00,     0.00,     8.36,    17.30,    11.00, 39716.00,     0.00,     0.00,     2.00,     9.00,     0.00,    12.04,"Montana","2015/16"
"1652","MSO only","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nebraska","2015/16"
"1653","MSO only","West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nevada","2015/16"
"1654","MSO only","North East",    53.05,     5.00,    22.00,     0.00,     0.00,     5.00,     0.00,     0.00,    51.02,    13.52,     5.00,    22.00,     0.00,     0.00,     5.00,     0.00,     0.00,    14.89,    45.71,     5.00,    40.00,     0.00,     0.00,     5.00,     0.00,     0.00,    42.86,"New Hampshire","2015/16"
"1655","MSO only","North East",    38.93,    11.00,  6385.00,     0.00,     0.00,     9.00,     2.00,     0.00,    57.40,     8.41,    11.00,  6385.00,     0.00,     0.00,     9.00,     2.00,     0.00,    11.86,    30.92,    12.00,  6827.00,     0.00,     0.00,     9.00,     2.00,     1.00,    51.47,"New Jersey","2015/16"
"1656","MSO only","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Mexico","2015/16"
"1657","MSO only","North East",    38.37,    11.00, 18398.00,     0.00,     0.00,     4.00,     6.00,     1.00,    47.99,     8.40,    11.00, 18398.00,     0.00,     0.00,     4.00,     6.00,     1.00,    29.25,    33.14,    11.00, 20936.00,     0.00,     0.00,     4.00,     6.00,     1.00,    32.42,"New York","2015/16"
"1658","MSO only","South East",    31.30,     7.00,  5440.00,     0.00,     0.00,     5.00,     2.00,     0.00,    38.78,    14.45,     7.00,  5440.00,     0.00,     0.00,     5.00,     2.00,     0.00,     8.63,    20.88,     7.00,  7461.00,     0.00,     0.00,     5.00,     2.00,     0.00,    32.96,"North Carolina","2015/16"
"1659","MSO only","Northern Rockies and Plains",    49.59,    23.00,161419.00,     0.00,     0.00,     1.00,    22.00,     0.00,    42.45,    28.98,    25.00,170419.00,     0.00,     0.00,     1.00,    24.00,     0.00,    26.89,    35.22,    25.00,171273.00,     0.00,     0.00,     2.00,    23.00,     0.00,    26.35,"North Dakota","2015/16"
"1660","MSO only","Ohio Valley",    28.66,     6.00,    55.00,     0.00,     0.00,     6.00,     0.00,     0.00,    27.69,    14.35,     6.00,    55.00,     0.00,     0.00,     6.00,     0.00,     0.00,    22.92,    28.63,     9.00,   100.00,     0.00,     0.00,     9.00,     0.00,     0.00,    15.67,"Ohio","2015/16"
"1661","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oklahoma","2015/16"
"1662","MSO only","North West",    28.31,    12.00, 22088.00,     0.00,     0.00,     3.00,     8.00,     1.00,    30.55,    14.03,    13.00, 29088.00,     0.00,     0.00,     3.00,     9.00,     1.00,    14.92,    17.63,    13.00, 24543.00,     0.00,     0.00,     3.00,     9.00,     1.00,    19.24,"Oregon","2015/16"
"1663","MSO only","North East",    36.83,    10.00, 10260.00,     0.00,     0.00,     8.00,     1.00,     1.00,    59.28,    19.73,    10.00, 10260.00,     0.00,     0.00,     8.00,     1.00,     1.00,    42.13,    24.83,    10.00, 10354.00,     0.00,     0.00,     8.00,     1.00,     1.00,    42.11,"Pennsylvania","2015/16"
"1664","MSO only","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","2015/16"
"1665","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhode Island","2015/16"
"1666","MSO only","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Carolina","2015/16"
"1667","MSO only","Northern Rockies and Plains",    47.21,     8.00, 56995.00,     0.00,     0.00,     1.00,     7.00,     0.00,    44.22,    27.90,     8.00, 56995.00,     0.00,     0.00,     1.00,     7.00,     0.00,    26.15,    35.94,     9.00, 63611.00,     0.00,     0.00,     1.00,     8.00,     0.00,    35.56,"South Dakota","2015/16"
"1668","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tennessee","2015/16"
"1669","MSO only","South",    38.52,    19.00,103184.00,     0.00,     0.00,     2.00,    16.00,     1.00,    45.76,    27.44,    21.00,119684.00,     0.00,     0.00,     2.00,    18.00,     1.00,    27.18,    28.12,    21.00,106154.00,     0.00,     0.00,     3.00,    17.00,     1.00,    35.11,"Texas","2015/16"
"1670","MSO only","South West",    51.84,     5.00,  8467.00,     0.00,     0.00,     0.00,     3.00,     2.00,    59.57,    24.37,     5.00,  8467.00,     0.00,     0.00,     0.00,     3.00,     2.00,    39.35,    48.58,     7.00,  9481.00,     0.00,     0.00,     1.00,     3.00,     3.00,    34.30,"Utah","2015/16"
"1671","MSO only","North East",    37.71,     6.00,   707.00,     0.00,     0.00,     5.00,     1.00,     0.00,     5.40,     8.41,     6.00,   707.00,     0.00,     0.00,     5.00,     1.00,     0.00,     0.93,    33.96,     6.00,  1172.00,     0.00,     0.00,     5.00,     1.00,     0.00,     4.51,"Vermont","2015/16"
"1672","MSO only","South East",    32.95,    12.00,   329.00,     0.00,     0.00,    11.00,     0.00,     1.00,    26.65,    12.70,    12.00,   329.00,     0.00,     0.00,    11.00,     0.00,     1.00,    12.27,    23.80,    12.00,   329.00,     0.00,     0.00,    11.00,     0.00,     1.00,    17.36,"Virginia","2015/16"
"1673","MSO only","North West",    36.07,     8.00, 26976.00,     0.00,     0.00,     1.00,     5.00,     2.00,    30.71,    25.81,     8.00, 26976.00,     0.00,     0.00,     1.00,     5.00,     2.00,    18.36,    17.72,     8.00, 27646.00,     0.00,     0.00,     1.00,     5.00,     2.00,    16.82,"Washington","2015/16"
"1674","MSO only","Ohio Valley",    36.31,     5.00,   417.00,     0.00,     0.00,     3.00,     1.00,     1.00,    55.61,    17.80,     5.00,   417.00,     0.00,     0.00,     3.00,     1.00,     1.00,     7.87,    25.03,     5.00,   726.00,     0.00,     0.00,     3.00,     1.00,     1.00,    52.06,"West Virginia","2015/16"
"1675","MSO only","Upper Mid West",    27.29,     6.00, 15419.00,     0.00,     0.00,     4.00,     2.00,     0.00,    52.87,    17.14,     6.00, 15419.00,     0.00,     0.00,     4.00,     2.00,     0.00,    35.48,    19.13,     9.00, 15861.00,     0.00,     0.00,     7.00,     2.00,     0.00,    37.27,"Wisconsin","2015/16"
"1676","MSO only","Northern Rockies and Plains",    33.78,     8.00, 16885.00,     0.00,     0.00,     2.00,     6.00,     0.00,    38.29,    15.41,     8.00, 16885.00,     0.00,     0.00,     2.00,     6.00,     0.00,    25.21,    21.81,     8.00, 19057.00,     0.00,     0.00,     2.00,     6.00,     0.00,    18.03,"Wyoming","2015/16"
"1677","MSO only","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama","2016/17"
"1678","MSO only","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska","2016/17"
"1679","MSO only","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona","2016/17"
"1680","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arkansas","2016/17"
"1681","MSO only","West",    38.60,    60.00,197439.00,     0.00,     0.00,     9.00,    40.00,    11.00,    30.84,    22.35,    63.00,201564.00,     0.00,     0.00,    10.00,    42.00,    11.00,    17.97,    24.45,    62.00,240749.00,     0.00,     0.00,     9.00,    42.00,    11.00,    17.93,"California","2016/17"
"1682","MSO only","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,    25.91,     6.00,  2547.00,     0.00,     0.00,     5.00,     1.00,     0.00,    27.69,    30.00,     5.00,    50.00,     0.00,     0.00,     5.00,     0.00,     0.00,    46.00,"Colorado","2016/17"
"1683","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Connecticut","2016/17"
"1684","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Columbia","2016/17"
"1685","MSO only","North East",    56.40,     5.00,    53.00,     0.00,     0.00,     5.00,     0.00,     0.00,    48.24,    16.24,     5.00,    53.00,     0.00,     0.00,     5.00,     0.00,     0.00,    20.25,    53.17,     6.00,    66.00,     0.00,     0.00,     6.00,     0.00,     0.00,    38.89,"Delaware","2016/17"
"1686","MSO only","South East",    47.39,    11.00, 44231.00,     0.00,     0.00,     1.00,     7.00,     3.00,    28.72,    33.13,    12.00, 44256.00,     0.00,     0.00,     2.00,     7.00,     3.00,    13.75,    23.57,    11.00, 70853.00,     0.00,     0.00,     1.00,     7.00,     3.00,    18.87,"Florida","2016/17"
